name,new-domain,new-check,new-base,old-domain,old-check,old-base,old-uri,new-uri,old-fullurl,new-fullurl,old-fullurl,new-fullurl,old-fullurl,new-fullurl
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,unlock-public-links,preset-flows/efficient-system-maintenance/unlock-public-links,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,capture-snapshots,preset-flows/efficient-system-maintenance/capture-snapshots,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,check-software-updates,preset-flows/efficient-system-maintenance/check-software-updates,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,daily-snapshots-flat,preset-flows/efficient-system-maintenance/daily-snapshots-flat,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,import-users-csv,preset-flows/automated-identity-and-access-management/import-users-csv,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,list-locked-users,preset-flows/automated-identity-and-access-management/list-locked-users,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,modify-user-login,preset-flows/automated-identity-and-access-management/modify-a-user-login,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,batch-create-links,preset-flows/automated-identity-and-access-management/batch-create-links,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,role-each-workspace,preset-flows/automated-identity-and-access-management/role-for-each-workspace,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,batch-delete-link,preset-flows/automated-identity-and-access-management/batch-delete-link,,,,,,
cells-v4,https://pydio.github.io/docs,200,cellsflows,https://pydio.com,200,en/docs/cells-flows,ws-first-connection,preset-flows/automated-identity-and-access-management/ws-first-connection,,,,,,
