name,new-domain,new-check,new-base,old-domain,old-check,old-base,old-uri,new-uri,old-fullurl,new-fullurl,incoming-uri,redirect-uri
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,put-aaasharepolicies,rest-api/share-service/put-a-share-policies,,,en/docs/developer-guide/put-aaasharepolicies,cells-v4/developer-guide/rest-api/share-service/put-a-share-policies
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,get-aaatemplates,rest-api/templates-service/get-a-templates,,,en/docs/developer-guide/get-aaatemplates,cells-v4/developer-guide/rest-api/templates-service/get-a-templates
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,404,en/docs/developer-guide,post-aaaauthresetpassword,rest-api/token-service/post-a-auth-reset-password,https://pydio.com/en/docs/developer-guide/post-aaaauthresetpassword,,en/docs/developer-guide/post-aaaauthresetpassword,cells-v4/developer-guide/rest-api/token-service/post-a-auth-reset-password
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,post-aaaauthtokendocument,rest-api/token-service/post-a-auth-token-document,,,en/docs/developer-guide/post-aaaauthtokendocument,cells-v4/developer-guide/rest-api/token-service/post-a-auth-token-document
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,post-aaaauthtokenrevoke,rest-api/token-service/post-a-auth-token-revoke,,,en/docs/developer-guide/post-aaaauthtokenrevoke,cells-v4/developer-guide/rest-api/token-service/post-a-auth-token-revoke
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,404,en/docs/developer-guide,put-aaaauthresetpasswordtokenuserlogin,rest-api/token-service/put-a-auth-reset-password-token-userlogin,https://pydio.com/en/docs/developer-guide/put-aaaauthresetpasswordtokenuserlogin,,en/docs/developer-guide/put-aaaauthresetpasswordtokenuserlogin,cells-v4/developer-guide/rest-api/token-service/put-a-auth-reset-password-token-userlogin
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,get-aaatreestatnode,rest-api/tree-service/get-a-tree-stat-node,,,en/docs/developer-guide/get-aaatreestatnode,cells-v4/developer-guide/rest-api/tree-service/get-a-tree-stat-node
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,post-aaatreecreate,rest-api/tree-service/post-a-tree-create,,,en/docs/developer-guide/post-aaatreecreate,cells-v4/developer-guide/rest-api/tree-service/post-a-tree-create
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,post-aaatreedelete,rest-api/tree-service/post-a-tree-delete,,,en/docs/developer-guide/post-aaatreedelete,cells-v4/developer-guide/rest-api/tree-service/post-a-tree-delete
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,post-aaatreerestore,rest-api/tree-service/post-a-tree-restore,,,en/docs/developer-guide/post-aaatreerestore,cells-v4/developer-guide/rest-api/tree-service/post-a-tree-restore
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,post-aaatreeselection,rest-api/tree-service/post-a-tree-selection,,,en/docs/developer-guide/post-aaatreeselection,cells-v4/developer-guide/rest-api/tree-service/post-a-tree-selection
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,post-aaatreestats,rest-api/tree-service/post-a-tree-stats,,,en/docs/developer-guide/post-aaatreestats,cells-v4/developer-guide/rest-api/tree-service/post-a-tree-stats
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,patch-aaaupdatetargetversion,rest-api/update-service/patch-a-update-targetversion,,,en/docs/developer-guide/patch-aaaupdatetargetversion,cells-v4/developer-guide/rest-api/update-service/patch-a-update-targetversion
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,post-aaaupdate,rest-api/update-service/post-a-update,,,en/docs/developer-guide/post-aaaupdate,cells-v4/developer-guide/rest-api/update-service/post-a-update
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,404,en/docs/developer-guide,delete-aaausermetatagsnamespacetags,rest-api/usermeta-service/delete-a-user-meta-tags-namespace-tags,https://pydio.com/en/docs/developer-guide/delete-aaausermetatagsnamespacetags,,en/docs/developer-guide/delete-aaausermetatagsnamespacetags,cells-v4/developer-guide/rest-api/usermeta-service/delete-a-user-meta-tags-namespace-tags
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,404,en/docs/developer-guide,get-aaausermetanamespace,rest-api/usermeta-service/get-a-user-meta-namespace,https://pydio.com/en/docs/developer-guide/get-aaausermetanamespace,,en/docs/developer-guide/get-aaausermetanamespace,cells-v4/developer-guide/rest-api/usermeta-service/get-a-user-meta-namespace
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,404,en/docs/developer-guide,get-aaausermetatagsnamespace,rest-api/usermeta-service/get-a-user-meta-tags-namespace,https://pydio.com/en/docs/developer-guide/get-aaausermetatagsnamespace,,en/docs/developer-guide/get-aaausermetatagsnamespace,cells-v4/developer-guide/rest-api/usermeta-service/get-a-user-meta-tags-namespace
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,404,en/docs/developer-guide,post-aaausermetabookmarks,rest-api/usermeta-service/post-a-user-meta-bookmarks,https://pydio.com/en/docs/developer-guide/post-aaausermetabookmarks,,en/docs/developer-guide/post-aaausermetabookmarks,cells-v4/developer-guide/rest-api/usermeta-service/post-a-user-meta-bookmarks
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,404,en/docs/developer-guide,post-aaausermetasearch,rest-api/usermeta-service/post-a-user-meta-search,https://pydio.com/en/docs/developer-guide/post-aaausermetasearch,,en/docs/developer-guide/post-aaausermetasearch,cells-v4/developer-guide/rest-api/usermeta-service/post-a-user-meta-search
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,404,en/docs/developer-guide,post-aaausermetatagsnamespace,rest-api/usermeta-service/post-a-user-meta-tags-namespace,https://pydio.com/en/docs/developer-guide/post-aaausermetatagsnamespace,,en/docs/developer-guide/post-aaausermetatagsnamespace,cells-v4/developer-guide/rest-api/usermeta-service/post-a-user-meta-tags-namespace
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,404,en/docs/developer-guide,put-aaausermetanamespace,rest-api/usermeta-service/put-a-user-meta-namespace,https://pydio.com/en/docs/developer-guide/put-aaausermetanamespace,,en/docs/developer-guide/put-aaausermetanamespace,cells-v4/developer-guide/rest-api/usermeta-service/put-a-user-meta-namespace
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,404,en/docs/developer-guide,put-aaausermetaupdate,rest-api/usermeta-service/put-a-user-meta-update,https://pydio.com/en/docs/developer-guide/put-aaausermetaupdate,,en/docs/developer-guide/put-aaausermetaupdate,cells-v4/developer-guide/rest-api/usermeta-service/put-a-user-meta-update
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,delete-aaauserlogin,rest-api/users-service/delete-a-user-login,,,en/docs/developer-guide/delete-aaauserlogin,cells-v4/developer-guide/rest-api/users-service/delete-a-user-login
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,get-aaauserlogin,rest-api/users-service/get-a-user-login,,,en/docs/developer-guide/get-aaauserlogin,cells-v4/developer-guide/rest-api/users-service/get-a-user-login
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,post-aaauser,rest-api/users-service/post-a-user,,,en/docs/developer-guide/post-aaauser,cells-v4/developer-guide/rest-api/users-service/post-a-user
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,put-aaauserlogin,rest-api/users-service/put-a-user-login,,,en/docs/developer-guide/put-aaauserlogin,cells-v4/developer-guide/rest-api/users-service/put-a-user-login
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,put-aaauserroleslogin,rest-api/users-service/put-a-user-roles-login,,,en/docs/developer-guide/put-aaauserroleslogin,cells-v4/developer-guide/rest-api/users-service/put-a-user-roles-login
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,delete-aaaworkspaceslug,rest-api/workspace-service/delete-a-workspace-slug,,,en/docs/developer-guide/delete-aaaworkspaceslug,cells-v4/developer-guide/rest-api/workspace-service/delete-a-workspace-slug
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,post-aaaworkspace,rest-api/workspace-service/post-a-workspace,,,en/docs/developer-guide/post-aaaworkspace,cells-v4/developer-guide/rest-api/workspace-service/post-a-workspace
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,put-aaaworkspaceslug,rest-api/workspace-service/put-a-workspace-slug,,,en/docs/developer-guide/put-aaaworkspaceslug,cells-v4/developer-guide/rest-api/workspace-service/put-a-workspace-slug
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-acl-create,command-line-reference/cells-binary/cells-admin-acl-create,,,en/docs/developer-guide/cells-admin-acl-create,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-acl-create
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-acl-delete,command-line-reference/cells-binary/cells-admin-acl-delete,,,en/docs/developer-guide/cells-admin-acl-delete,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-acl-delete
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-acl,command-line-reference/cells-binary/cells-admin-acl,,,en/docs/developer-guide/cells-admin-acl,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-acl
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-acl-patch-recycle-personal,command-line-reference/cells-binary/cells-admin-acl-patch-recycle-personal,,,en/docs/developer-guide/cells-admin-acl-patch-recycle-personal,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-acl-patch-recycle-personal
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-acl-search,command-line-reference/cells-binary/cells-admin-acl-search,,,en/docs/developer-guide/cells-admin-acl-search,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-acl-search
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-cert-import,command-line-reference/cells-binary/cells-admin-cert-import,,,en/docs/developer-guide/cells-admin-cert-import,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-cert-import
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-cert,command-line-reference/cells-binary/cells-admin-cert,,,en/docs/developer-guide/cells-admin-cert,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-cert
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-clean-acls,command-line-reference/cells-binary/cells-admin-clean-acls,,,en/docs/developer-guide/cells-admin-clean-acls,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-clean-acls
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-clean-activities,command-line-reference/cells-binary/cells-admin-clean-activities,,,en/docs/developer-guide/cells-admin-clean-activities,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-clean-activities
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-clean-logs,command-line-reference/cells-binary/cells-admin-clean-logs,,,en/docs/developer-guide/cells-admin-clean-logs,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-clean-logs
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-clean,command-line-reference/cells-binary/cells-admin-clean,,,en/docs/developer-guide/cells-admin-clean,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-clean
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-clean-reset-jobs,command-line-reference/cells-binary/cells-admin-clean-reset-jobs,,,en/docs/developer-guide/cells-admin-clean-reset-jobs,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-clean-reset-jobs
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-clean-resync,command-line-reference/cells-binary/cells-admin-clean-resync,,,en/docs/developer-guide/cells-admin-clean-resync,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-clean-resync
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-config-check,command-line-reference/cells-binary/cells-admin-config-check,,,en/docs/developer-guide/cells-admin-config-check,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-config-check
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-config-copy,command-line-reference/cells-binary/cells-admin-config-copy,,,en/docs/developer-guide/cells-admin-config-copy,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-config-copy
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-config-db-add,command-line-reference/cells-binary/cells-admin-config-db-add,,,en/docs/developer-guide/cells-admin-config-db-add,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-config-db-add
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-config-db-list,command-line-reference/cells-binary/cells-admin-config-db-list,,,en/docs/developer-guide/cells-admin-config-db-list,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-config-db-list
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-config-db,command-line-reference/cells-binary/cells-admin-config-db,,,en/docs/developer-guide/cells-admin-config-db,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-config-db
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-config-db-move,command-line-reference/cells-binary/cells-admin-config-db-move,,,en/docs/developer-guide/cells-admin-config-db-move,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-config-db-move
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-config-db-set,command-line-reference/cells-binary/cells-admin-config-db-set,,,en/docs/developer-guide/cells-admin-config-db-set,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-config-db-set
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-config-delete,command-line-reference/cells-binary/cells-admin-config-delete,,,en/docs/developer-guide/cells-admin-config-delete,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-config-delete
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-config-history,command-line-reference/cells-binary/cells-admin-config-history,,,en/docs/developer-guide/cells-admin-config-history,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-config-history
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-config-list,command-line-reference/cells-binary/cells-admin-config-list,,,en/docs/developer-guide/cells-admin-config-list,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-config-list
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-config,command-line-reference/cells-binary/cells-admin-config,,,en/docs/developer-guide/cells-admin-config,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-config
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-config-set,command-line-reference/cells-binary/cells-admin-config-set,,,en/docs/developer-guide/cells-admin-config-set,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-config-set
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-datasource-capture,command-line-reference/cells-binary/cells-admin-datasource-capture,,,en/docs/developer-guide/cells-admin-datasource-capture,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-datasource-capture
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-datasource,command-line-reference/cells-binary/cells-admin-datasource,,,en/docs/developer-guide/cells-admin-datasource,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-datasource
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-datasource-migrate,command-line-reference/cells-binary/cells-admin-datasource-migrate,,,en/docs/developer-guide/cells-admin-datasource-migrate,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-datasource-migrate
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-datasource-rehash,command-line-reference/cells-binary/cells-admin-datasource-rehash,,,en/docs/developer-guide/cells-admin-datasource-rehash,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-datasource-rehash
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-datasource-resync,command-line-reference/cells-binary/cells-admin-datasource-resync,,,en/docs/developer-guide/cells-admin-datasource-resync,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-datasource-resync
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-datasource-rethumb,command-line-reference/cells-binary/cells-admin-datasource-rethumb,,,en/docs/developer-guide/cells-admin-datasource-rethumb,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-datasource-rethumb
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-datasource-snapshot,command-line-reference/cells-binary/cells-admin-datasource-snapshot,,,en/docs/developer-guide/cells-admin-datasource-snapshot,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-datasource-snapshot
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-file-create-bench,command-line-reference/cells-binary/cells-admin-file-create-bench,,,en/docs/developer-guide/cells-admin-file-create-bench,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-file-create-bench
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-file-ls,command-line-reference/cells-binary/cells-admin-file-ls,,,en/docs/developer-guide/cells-admin-file-ls,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-file-ls
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-file,command-line-reference/cells-binary/cells-admin-file,,,en/docs/developer-guide/cells-admin-file,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-file
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-file-meta-put,command-line-reference/cells-binary/cells-admin-file-meta-put,,,en/docs/developer-guide/cells-admin-file-meta-put,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-file-meta-put
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-file-meta-read,command-line-reference/cells-binary/cells-admin-file-meta-read,,,en/docs/developer-guide/cells-admin-file-meta-read,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-file-meta-read
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin,command-line-reference/cells-binary/cells-admin,,,en/docs/developer-guide/cells-admin,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-user-create,command-line-reference/cells-binary/cells-admin-user-create,,,en/docs/developer-guide/cells-admin-user-create,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-user-create
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-user-delete,command-line-reference/cells-binary/cells-admin-user-delete,,,en/docs/developer-guide/cells-admin-user-delete,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-user-delete
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-user,command-line-reference/cells-binary/cells-admin-user,,,en/docs/developer-guide/cells-admin-user,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-user
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-user-search,command-line-reference/cells-binary/cells-admin-user-search,,,en/docs/developer-guide/cells-admin-user-search,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-user-search
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-user-set-profile,command-line-reference/cells-binary/cells-admin-user-set-profile,,,en/docs/developer-guide/cells-admin-user-set-profile,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-user-set-profile
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-user-set-pwd,command-line-reference/cells-binary/cells-admin-user-set-pwd,,,en/docs/developer-guide/cells-admin-user-set-pwd,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-user-set-pwd
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-user-token,command-line-reference/cells-binary/cells-admin-user-token,,,en/docs/developer-guide/cells-admin-user-token,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-user-token
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-admin-user-unlock,command-line-reference/cells-binary/cells-admin-user-unlock,,,en/docs/developer-guide/cells-admin-user-unlock,cells-v4/developer-guide/command-line-reference/cells-binary/cells-admin-user-unlock
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-configure,command-line-reference/cells-binary/cells-configure,,,en/docs/developer-guide/cells-configure,cells-v4/developer-guide/command-line-reference/cells-binary/cells-configure
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-configure-sites-add,command-line-reference/cells-binary/cells-configure-sites-add,,,en/docs/developer-guide/cells-configure-sites-add,cells-v4/developer-guide/command-line-reference/cells-binary/cells-configure-sites-add
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-configure-sites-delete,command-line-reference/cells-binary/cells-configure-sites-delete,,,en/docs/developer-guide/cells-configure-sites-delete,cells-v4/developer-guide/command-line-reference/cells-binary/cells-configure-sites-delete
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-configure-sites,command-line-reference/cells-binary/cells-configure-sites,,,en/docs/developer-guide/cells-configure-sites,cells-v4/developer-guide/command-line-reference/cells-binary/cells-configure-sites
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-ctl,command-line-reference/cells-binary/cells-ctl,,,en/docs/developer-guide/cells-ctl,cells-v4/developer-guide/command-line-reference/cells-binary/cells-ctl
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-ctl-service-level,command-line-reference/cells-binary/cells-ctl-service-level,,,en/docs/developer-guide/cells-ctl-service-level,cells-v4/developer-guide/command-line-reference/cells-binary/cells-ctl-service-level
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells,command-line-reference/cells-binary/cells,,,en/docs/developer-guide/cells,cells-v4/developer-guide/command-line-reference/cells-binary/cells
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-start,command-line-reference/cells-binary/cells-start,,,en/docs/developer-guide/cells-start,cells-v4/developer-guide/command-line-reference/cells-binary/cells-start
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-update,command-line-reference/cells-binary/cells-update,,,en/docs/developer-guide/cells-update,cells-v4/developer-guide/command-line-reference/cells-binary/cells-update
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cells-version,command-line-reference/cells-binary/cells-version,,,en/docs/developer-guide/cells-version,cells-v4/developer-guide/command-line-reference/cells-binary/cells-version
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cec-clear,command-line-reference/cells-client-cec/cec-clear,,,en/docs/developer-guide/cec-clear,cells-v4/developer-guide/command-line-reference/cells-client-cec/cec-clear
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cec-completion-bash,command-line-reference/cells-client-cec/cec-completion-bash,,,en/docs/developer-guide/cec-completion-bash,cells-v4/developer-guide/command-line-reference/cells-client-cec/cec-completion-bash
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cec-completion,command-line-reference/cells-client-cec/cec-completion,,,en/docs/developer-guide/cec-completion,cells-v4/developer-guide/command-line-reference/cells-client-cec/cec-completion
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cec-completion-zsh,command-line-reference/cells-client-cec/cec-completion-zsh,,,en/docs/developer-guide/cec-completion-zsh,cells-v4/developer-guide/command-line-reference/cells-client-cec/cec-completion-zsh
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cec-config-add-client-auth,command-line-reference/cells-client-cec/cec-config-add-client-auth,,,en/docs/developer-guide/cec-config-add-client-auth,cells-v4/developer-guide/command-line-reference/cells-client-cec/cec-config-add-client-auth
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cec-config-add,command-line-reference/cells-client-cec/cec-config-add,,,en/docs/developer-guide/cec-config-add,cells-v4/developer-guide/command-line-reference/cells-client-cec/cec-config-add
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cec-config-add-oauth,command-line-reference/cells-client-cec/cec-config-add-oauth,,,en/docs/developer-guide/cec-config-add-oauth,cells-v4/developer-guide/command-line-reference/cells-client-cec/cec-config-add-oauth
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cec-config-add-token,command-line-reference/cells-client-cec/cec-config-add-token,,,en/docs/developer-guide/cec-config-add-token,cells-v4/developer-guide/command-line-reference/cells-client-cec/cec-config-add-token
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cec-config-check-keyring,command-line-reference/cells-client-cec/cec-config-check-keyring,,,en/docs/developer-guide/cec-config-check-keyring,cells-v4/developer-guide/command-line-reference/cells-client-cec/cec-config-check-keyring
cells-v4,https://pydio.github.io/docs,200,developer-guide,https://pydio.com,200,en/docs/developer-guide,cec-config-ls,command-line-reference/cells-client-cec/cec-config-ls,,,en/docs/developer-guide/cec-config-ls,cells-v4/developer-guide/command-line-reference/cells-client-cec/cec-config-ls
